id,date,unit_measurement,quantity,price_per_unit,total_income,id_crop
1480,2020-11-06,300,45,1400,63000,
1481,2020-09-26,300,45,1400,63000,
1482,2020-10-21,200,54,1200,64800,
1483,2020-12-30,300,29,1400,40600,
1484,2020-11-26,300,60,1400,84000,
1485,2020-09-20,300,35,1400,49000,
1486,2021-04-08,300,52,1400,72800,
1487,2020-12-12,300,44,1400,61600,
1488,2020-08-20,200,46,1200,55200,
1489,2020-12-27,200,28,1200,33600,
1490,2020-11-12,300,31,1400,43400,
1491,2020-10-06,300,27,1400,37800,
1492,2021-03-10,300,54,1400,75600,
1493,2021-03-06,200,23,1200,27600,
1494,2020-07-01,300,58,1400,81200,
1495,2020-12-27,300,31,1400,43400,
1496,2020-08-16,200,53,1200,63600,
1497,2021-02-19,200,36,1200,43200,
1498,2021-03-31,300,26,1400,36400,
1499,2021-02-05,300,40,1400,56000,
1500,2020-08-01,300,33,1400,46200,
1501,2021-03-14,300,43,1400,60200,
1502,2021-03-21,300,52,1400,72800,
1503,2021-02-05,300,23,1400,32200,
1504,2020-09-19,300,25,1400,35000,
1505,2020-10-15,300,28,1400,39200,
1506,2020-12-16,300,29,1400,40600,
1507,2021-03-26,300,40,1400,56000,
1508,2020-08-29,200,31,1200,37200,
1509,2020-10-17,300,57,1400,79800,
1510,2020-07-07,300,33,1400,46200,
1511,2020-07-05,300,50,1400,70000,
1512,2020-10-24,200,60,1200,72000,
1513,2021-02-27,300,36,1400,50400,
1514,2020-12-14,300,28,1400,39200,
1515,2021-03-31,300,37,1400,51800,
1516,2020-09-10,300,35,1400,49000,
1517,2020-12-22,200,37,1200,44400,
1518,2020-12-27,200,27,1200,32400,
1519,2020-07-24,200,35,1200,42000,
1520,2021-04-07,200,59,1200,70800,
1521,2020-10-20,300,35,1400,49000,
1522,2020-11-08,300,26,1400,36400,
1523,2020-12-28,300,35,1400,49000,
1524,2021-04-05,300,51,1400,71400,
1525,2020-09-09,200,23,1200,27600,
1526,2020-10-02,300,51,1400,71400,
1527,2020-07-11,300,53,1400,74200,
1528,2020-12-30,200,49,1200,58800,
1529,2020-07-03,300,37,1400,51800,
1530,2020-07-29,300,44,1400,61600,
1531,2021-04-05,300,59,1400,82600,
1532,2020-10-31,300,34,1400,47600,
1533,2020-11-11,300,46,1400,64400,
1534,2020-09-01,300,23,1400,32200,
1535,2020-09-30,200,20,1200,24000,
1536,2020-09-05,300,48,1400,67200,
1537,2020-09-25,200,22,1200,26400,
1538,2020-08-22,300,54,1400,75600,
1539,2020-12-20,300,52,1400,72800,
1540,2020-11-24,200,53,1200,63600,
1541,2021-03-11,200,39,1200,46800,
1542,2021-03-10,300,39,1400,54600,
1543,2020-12-19,200,46,1200,55200,
1544,2020-12-18,200,60,1200,72000,
1545,2020-07-06,300,39,1400,54600,
1546,2020-08-26,200,28,1200,33600,
1547,2020-11-13,300,50,1400,70000,
1548,2021-03-03,300,47,1400,65800,
1549,2021-01-13,300,23,1400,32200,
1550,2021-01-20,300,42,1400,58800,
1551,2020-10-21,200,55,1200,66000,
1552,2021-03-29,300,39,1400,54600,
1553,2020-09-20,300,26,1400,36400,
1554,2021-03-27,300,33,1400,46200,
1555,2021-02-19,300,23,1400,32200,
1556,2020-12-10,200,38,1200,45600,
1557,2021-03-22,200,22,1200,26400,
1558,2021-03-14,300,35,1400,49000,
1559,2021-04-07,300,41,1400,57400,
1560,2020-08-08,300,46,1400,64400,
1561,2021-01-08,200,38,1200,45600,
1562,2021-01-12,200,29,1200,34800,
1563,2020-10-05,300,32,1400,44800,
1564,2020-07-15,300,43,1400,60200,
1565,2020-07-07,300,58,1400,81200,
1566,2020-12-23,200,27,1200,32400,
1567,2021-02-14,200,41,1200,49200,
1568,2020-10-13,200,51,1200,61200,
1569,2020-07-01,200,30,1200,36000,
1570,2020-07-15,300,33,1400,46200,
1571,2021-02-23,200,60,1200,72000,
1572,2020-09-06,200,21,1200,25200,
1573,2020-11-26,200,35,1200,42000,
1574,2020-11-11,200,26,1200,31200,
1575,2021-03-11,200,23,1200,27600,
1576,2020-09-30,300,39,1400,54600,
1577,2021-01-10,200,45,1200,54000,
1578,2020-08-15,200,44,1200,52800,
1579,2021-04-08,300,44,1400,61600,
1580,2020-08-14,300,40,1400,56000,
1581,2021-04-19,300,55,1400,77000,
1582,2020-09-06,300,49,1400,68600,
1583,2021-03-18,200,60,1200,72000,
1584,2021-01-31,200,50,1200,60000,
1585,2021-04-01,200,46,1200,55200,
1586,2020-11-25,300,44,1400,61600,
1587,2021-03-20,300,52,1400,72800,
1588,2020-08-18,200,40,1200,48000,
1589,2020-10-05,300,42,1400,58800,
1590,2020-12-15,200,28,1200,33600,
1591,2021-03-18,300,44,1400,61600,
1592,2021-02-12,300,34,1400,47600,
1593,2020-11-21,200,54,1200,64800,
1594,2020-08-11,300,42,1400,58800,
1595,2021-03-20,300,21,1400,29400,
1596,2020-10-11,300,42,1400,58800,
1597,2020-08-04,200,33,1200,39600,
1598,2020-07-17,300,26,1400,36400,
1599,2021-02-01,300,40,1400,56000,
1600,2020-07-01,200,34,1200,40800,
1601,2021-01-10,300,35,1400,49000,
1602,2020-10-19,200,34,1200,40800,
1603,2020-11-01,300,45,1400,63000,
1604,2020-08-06,300,49,1400,68600,
1605,2020-07-26,300,26,1400,36400,
1606,2020-10-31,200,22,1200,26400,
1607,2020-10-30,200,40,1200,48000,
1608,2020-08-07,200,59,1200,70800,
1609,2021-03-28,300,43,1400,60200,
1610,2020-12-20,200,41,1200,49200,
1611,2020-12-08,300,34,1400,47600,
1612,2021-02-01,200,25,1200,30000,
1613,2020-08-11,300,38,1400,53200,
1614,2020-11-30,200,59,1200,70800,
1615,2021-03-11,300,26,1400,36400,
1616,2021-01-18,300,54,1400,75600,
1617,2020-10-02,200,22,1200,26400,
1618,2021-02-19,200,53,1200,63600,
1619,2021-01-11,300,39,1400,54600,
1620,2021-02-21,300,50,1400,70000,
1621,2021-02-16,300,37,1400,51800,
1622,2020-10-12,300,41,1400,57400,
1623,2020-10-20,300,37,1400,51800,
1624,2021-01-12,200,47,1200,56400,
1625,2020-10-25,300,59,1400,82600,
1626,2020-10-08,200,32,1200,38400,
1627,2020-10-03,200,44,1200,52800,
1628,2020-09-17,200,43,1200,51600,
1629,2020-10-25,300,39,1400,54600,
1630,2020-12-23,300,27,1400,37800,
1631,2020-06-30,300,35,1400,49000,
1632,2021-02-17,200,38,1200,45600,
1633,2020-09-03,300,26,1400,36400,
1634,2021-03-15,200,23,1200,27600,
1635,2020-10-08,300,24,1400,33600,
1636,2021-03-07,300,22,1400,30800,
1637,2020-10-15,200,54,1200,64800,
1638,2020-11-06,300,32,1400,44800,
1639,2020-07-21,200,21,1200,25200,
1640,2020-08-03,300,52,1400,72800,
1641,2021-01-13,200,25,1200,30000,
1642,2020-08-25,300,24,1400,33600,
1643,2021-03-17,200,51,1200,61200,
1644,2021-03-01,300,57,1400,79800,
1645,2020-07-18,200,47,1200,56400,
1646,2021-03-28,200,56,1200,67200,
1647,2020-07-05,200,21,1200,25200,
1648,2020-09-11,300,35,1400,49000,
1649,2020-08-31,300,45,1400,63000,
1650,2020-11-09,200,50,1200,60000,
1651,2020-11-30,300,43,1400,60200,
1652,2020-12-31,200,38,1200,45600,
1653,2020-10-17,200,47,1200,56400,
1654,2021-02-02,200,33,1200,39600,
1655,2020-10-05,300,48,1400,67200,
1656,2021-03-11,200,50,1200,60000,
1657,2020-07-06,300,29,1400,40600,
1658,2020-07-04,300,33,1400,46200,
1659,2021-01-18,200,22,1200,26400,
1660,2020-09-06,300,44,1400,61600,
1661,2020-07-28,200,36,1200,43200,
1662,2021-04-09,200,34,1200,40800,
1663,2020-09-25,200,58,1200,69600,
1664,2021-02-11,300,42,1400,58800,
1665,2020-09-28,300,24,1400,33600,
1666,2020-12-12,200,30,1200,36000,
1667,2020-09-09,200,27,1200,32400,
1668,2021-04-11,200,54,1200,64800,
1669,2020-10-26,300,52,1400,72800,
1670,2020-10-15,300,38,1400,53200,
1671,2020-08-23,200,59,1200,70800,
1672,2021-04-08,200,21,1200,25200,
1673,2021-01-28,300,23,1400,32200,
1674,2020-10-19,200,26,1200,31200,
1675,2020-09-23,200,20,1200,24000,
1676,2021-03-17,300,60,1400,84000,
1677,2021-01-08,300,58,1400,81200,
1678,2021-02-23,200,49,1200,58800,
1679,2020-10-28,300,36,1400,50400,
1680,2021-03-22,300,46,1400,64400,
1681,2021-02-28,300,56,1400,78400,
1682,2020-08-03,200,23,1200,27600,
1683,2020-08-24,300,26,1400,36400,
1684,2021-03-17,200,23,1200,27600,
1685,2020-11-28,300,33,1400,46200,
1686,2020-12-18,200,44,1200,52800,
1687,2021-01-30,200,28,1200,33600,
1688,2020-11-13,300,25,1400,35000,
1689,2021-04-07,300,55,1400,77000,
1690,2020-10-13,300,20,1400,28000,
1691,2021-01-28,300,36,1400,50400,
1692,2021-04-17,300,53,1400,74200,
1693,2020-07-14,200,43,1200,51600,
1694,2020-12-25,300,20,1400,28000,
1695,2021-01-11,300,41,1400,57400,
1696,2021-04-02,200,38,1200,45600,
1697,2020-11-06,300,30,1400,42000,
1698,2020-12-30,300,43,1400,60200,
1699,2021-03-14,300,29,1400,40600,
1700,2020-12-28,300,31,1400,43400,
1701,2020-07-30,200,43,1200,51600,
1702,2020-09-03,200,20,1200,24000,
1703,2020-12-10,200,36,1200,43200,
1704,2020-08-12,300,25,1400,35000,
1705,2020-08-15,300,32,1400,44800,
1706,2020-10-19,200,49,1200,58800,
1707,2020-12-09,300,56,1400,78400,
1708,2020-09-14,300,24,1400,33600,
1709,2021-04-03,300,32,1400,44800,
1710,2020-07-12,200,41,1200,49200,
1711,2021-01-18,200,44,1200,52800,
1712,2021-02-19,300,44,1400,61600,
1713,2021-01-26,200,23,1200,27600,
1714,2020-11-16,300,53,1400,74200,
1715,2020-12-05,200,20,1200,24000,
1716,2021-01-12,200,46,1200,55200,
1717,2020-09-23,200,40,1200,48000,
1718,2020-07-10,300,60,1400,84000,
1719,2021-02-25,200,47,1200,56400,
1720,2021-03-31,300,50,1400,70000,
1721,2020-08-26,300,50,1400,70000,
1722,2021-01-21,300,47,1400,65800,
1723,2021-02-04,200,44,1200,52800,
1724,2021-02-07,300,23,1400,32200,
1725,2020-11-30,200,25,1200,30000,
1726,2020-10-08,300,35,1400,49000,
1727,2020-12-28,300,43,1400,60200,
1728,2021-02-11,200,49,1200,58800,
1729,2020-08-12,300,22,1400,30800,
1730,2021-03-16,200,31,1200,37200,
1731,2020-09-27,300,28,1400,39200,
1732,2020-12-05,300,31,1400,43400,
1733,2021-02-22,300,50,1400,70000,
1734,2020-10-18,200,43,1200,51600,
1735,2020-08-01,200,28,1200,33600,
1736,2021-01-11,200,50,1200,60000,
1737,2020-10-24,200,48,1200,57600,
1738,2020-10-14,300,47,1400,65800,
1739,2020-10-03,200,35,1200,42000,
1740,2020-09-11,200,40,1200,48000,
1741,2020-07-04,200,36,1200,43200,
1742,2021-04-13,200,26,1200,31200,
1743,2020-11-17,300,33,1400,46200,
1744,2020-08-08,200,55,1200,66000,
1745,2021-01-16,200,60,1200,72000,
1746,2020-12-30,200,44,1200,52800,
1747,2020-10-11,200,39,1200,46800,
1748,2021-02-03,300,55,1400,77000,
1749,2021-04-03,300,36,1400,50400,
1750,2021-04-08,200,31,1200,37200,
1751,2020-08-03,200,33,1200,39600,
1752,2021-01-08,200,23,1200,27600,
1753,2021-02-07,200,37,1200,44400,
1754,2021-01-30,200,29,1200,34800,
1755,2020-11-18,200,47,1200,56400,
1756,2020-09-19,200,39,1200,46800,
1757,2020-07-06,300,30,1400,42000,
1758,2021-01-17,200,57,1200,68400,
1759,2020-11-19,200,29,1200,34800,
1760,2021-04-14,200,42,1200,50400,
1761,2020-09-17,300,55,1400,77000,
1762,2020-06-28,200,28,1200,33600,
1763,2020-08-07,200,40,1200,48000,
1764,2021-02-16,200,47,1200,56400,
1765,2020-09-15,300,22,1400,30800,
1766,2020-07-01,200,31,1200,37200,
1767,2020-10-29,300,58,1400,81200,
1768,2020-11-17,200,49,1200,58800,
1769,2020-08-16,200,29,1200,34800,
1770,2020-12-16,200,31,1200,37200,
1771,2020-11-04,200,53,1200,63600,
1772,2021-04-07,200,25,1200,30000,
1773,2021-03-13,300,24,1400,33600,
1774,2020-12-07,300,41,1400,57400,
1775,2020-08-24,200,34,1200,40800,
1776,2021-03-03,300,40,1400,56000,
1777,2020-11-20,300,46,1400,64400,
1778,2020-08-14,200,25,1200,30000,
1779,2020-10-18,200,23,1200,27600,
1780,2020-10-14,300,38,1400,53200,
1781,2021-03-06,200,43,1200,51600,
1782,2020-08-05,200,23,1200,27600,
1783,2021-04-18,200,24,1200,28800,
1784,2020-11-30,300,55,1400,77000,
1785,2020-11-03,300,56,1400,78400,
1786,2020-10-31,200,57,1200,68400,
1787,2020-08-04,200,21,1200,25200,
1788,2020-07-12,300,26,1400,36400,
1789,2021-01-22,300,50,1400,70000,
1790,2021-03-28,300,49,1400,68600,
1791,2021-03-18,300,59,1400,82600,
1792,2020-10-05,200,35,1200,42000,
1793,2020-11-15,200,42,1200,50400,
1794,2021-04-15,200,30,1200,36000,
1795,2020-09-29,300,35,1400,49000,
1796,2021-04-10,300,35,1400,49000,
1797,2021-02-09,200,44,1200,52800,
1798,2020-07-15,200,45,1200,54000,
1799,2020-08-25,200,42,1200,50400,
1800,2020-12-29,300,28,1400,39200,
1801,2020-08-14,200,52,1200,62400,
1802,2020-11-24,200,27,1200,32400,
1803,2021-01-10,200,53,1200,63600,
1804,2020-09-16,300,56,1400,78400,
1805,2021-02-17,300,48,1400,67200,
1806,2021-02-27,200,46,1200,55200,
1807,2020-09-23,200,55,1200,66000,
1808,2021-02-17,200,39,1200,46800,
1809,2020-08-13,200,52,1200,62400,
1810,2020-08-26,200,23,1200,27600,
1811,2020-07-12,200,39,1200,46800,
1812,2020-08-02,300,35,1400,49000,
1813,2020-10-24,300,36,1400,50400,
1814,2020-07-08,200,44,1200,52800,
1815,2020-12-03,300,32,1400,44800,
1816,2020-12-21,200,39,1200,46800,
1817,2020-10-23,200,21,1200,25200,
1818,2020-08-16,200,37,1200,44400,
1819,2020-08-31,200,36,1200,43200,
1820,2020-09-19,300,45,1400,63000,
1821,2020-11-21,300,29,1400,40600,
1822,2021-02-18,200,40,1200,48000,
1823,2020-10-26,200,44,1200,52800,
1824,2020-09-23,300,39,1400,54600,
1825,2020-07-22,200,52,1200,62400,
1826,2020-11-26,200,60,1200,72000,
1827,2021-03-30,300,23,1400,32200,
1828,2020-08-18,300,53,1400,74200,
1829,2021-04-11,200,52,1200,62400,
1830,2021-03-03,200,53,1200,63600,
1831,2020-06-27,300,39,1400,54600,
1832,2021-03-23,200,32,1200,38400,
1833,2020-11-17,300,47,1400,65800,
1834,2020-10-16,200,56,1200,67200,
1835,2020-08-12,200,22,1200,26400,
1836,2021-03-17,200,52,1200,62400,
1837,2021-02-17,200,37,1200,44400,
1838,2020-08-17,200,38,1200,45600,
1839,2021-04-04,200,36,1200,43200,
1840,2021-01-18,300,22,1400,30800,
1841,2020-07-26,200,27,1200,32400,
1842,2020-10-29,300,47,1400,65800,
1843,2020-09-26,300,49,1400,68600,
1844,2020-09-30,300,20,1400,28000,
1845,2021-01-04,200,27,1200,32400,
1846,2020-10-22,200,59,1200,70800,
1847,2020-11-24,300,43,1400,60200,
1848,2020-10-24,200,60,1200,72000,
1849,2020-06-26,200,26,1200,31200,
1850,2020-08-30,300,49,1400,68600,
1851,2021-01-01,300,31,1400,43400,
1852,2020-09-27,300,38,1400,53200,
1853,2021-03-01,200,50,1200,60000,
1854,2020-07-14,200,47,1200,56400,
1855,2020-08-23,300,45,1400,63000,
1856,2020-07-18,200,60,1200,72000,
1857,2020-10-15,200,57,1200,68400,
1858,2020-11-08,200,24,1200,28800,
1859,2020-11-06,300,45,1400,63000,
1860,2021-02-10,200,53,1200,63600,
1861,2020-08-29,300,21,1400,29400,
1862,2020-10-11,200,21,1200,25200,
1863,2021-02-17,300,60,1400,84000,
1864,2020-08-31,200,31,1200,37200,
1865,2020-11-04,200,30,1200,36000,
1866,2020-12-06,200,36,1200,43200,
1867,2020-09-23,200,28,1200,33600,
1868,2020-09-06,300,28,1400,39200,
1869,2020-12-09,200,24,1200,28800,
1870,2021-01-15,300,28,1400,39200,
1871,2020-11-13,300,57,1400,79800,
1872,2020-09-20,300,49,1400,68600,
1873,2021-03-27,300,27,1400,37800,
1874,2020-08-28,200,45,1200,54000,
1875,2021-01-13,200,56,1200,67200,
1876,2020-11-02,300,34,1400,47600,
1877,2020-08-03,200,24,1200,28800,
1878,2020-07-02,300,29,1400,40600,
1879,2020-11-09,200,23,1200,27600,
1880,2021-03-05,200,48,1200,57600,
1881,2020-11-16,300,53,1400,74200,
1882,2020-11-17,300,40,1400,56000,
1883,2020-08-14,300,58,1400,81200,
1884,2021-03-17,300,58,1400,81200,
1885,2020-10-08,200,43,1200,51600,
1886,2020-06-25,200,31,1200,37200,
1887,2020-09-14,300,20,1400,28000,
1888,2020-11-15,300,30,1400,42000,
1889,2020-11-09,300,55,1400,77000,
1890,2020-10-25,200,57,1200,68400,
1891,2020-10-06,200,51,1200,61200,
1892,2020-06-27,200,58,1200,69600,
1893,2020-11-19,200,58,1200,69600,
1894,2020-12-31,200,54,1200,64800,
1895,2021-01-21,200,38,1200,45600,
1896,2021-01-06,200,46,1200,55200,
1897,2020-07-10,200,49,1200,58800,
1898,2021-02-17,300,60,1400,84000,
1899,2021-01-17,300,30,1400,42000,
1900,2021-02-07,200,32,1200,38400,
1901,2020-09-17,200,21,1200,25200,
1902,2021-01-11,200,60,1200,72000,
1903,2020-09-03,200,26,1200,31200,
1904,2021-04-02,200,53,1200,63600,
1905,2021-02-11,200,40,1200,48000,
1906,2021-03-26,300,33,1400,46200,
1907,2020-07-07,300,45,1400,63000,
1908,2020-09-08,200,48,1200,57600,
1909,2021-03-01,200,47,1200,56400,
1910,2020-10-20,300,56,1400,78400,
1911,2021-04-19,300,52,1400,72800,
1912,2020-10-01,200,32,1200,38400,
1913,2020-12-15,200,32,1200,38400,
1914,2020-10-21,300,56,1400,78400,
1915,2021-02-02,200,31,1200,37200,
1916,2020-11-04,200,29,1200,34800,
1917,2020-11-02,200,37,1200,44400,
1918,2021-01-14,300,30,1400,42000,
1919,2020-07-19,300,45,1400,63000,
1920,2021-01-10,200,23,1200,27600,
1921,2020-07-22,200,24,1200,28800,
1922,2020-06-25,200,41,1200,49200,
1923,2020-08-19,200,37,1200,44400,
1924,2021-04-08,200,46,1200,55200,
1925,2020-07-16,300,31,1400,43400,
1926,2020-08-14,300,35,1400,49000,
1927,2020-08-21,300,26,1400,36400,
1928,2020-11-07,200,25,1200,30000,
1929,2020-09-20,200,57,1200,68400,
1930,2020-10-31,300,56,1400,78400,
1931,2021-03-24,200,51,1200,61200,
1932,2020-07-07,200,26,1200,31200,
1933,2020-08-04,300,46,1400,64400,
1934,2020-10-18,300,41,1400,57400,
1935,2020-09-08,200,60,1200,72000,
1936,2020-10-04,200,21,1200,25200,
1937,2020-07-09,300,58,1400,81200,
1938,2020-09-19,200,26,1200,31200,
1939,2021-01-06,300,48,1400,67200,
1940,2020-08-27,300,20,1400,28000,
1941,2020-07-20,200,29,1200,34800,
1942,2021-02-21,300,53,1400,74200,
1943,2021-03-19,200,40,1200,48000,
1944,2020-07-30,200,56,1200,67200,
1945,2020-12-09,300,49,1400,68600,
1946,2021-03-27,300,47,1400,65800,
1947,2021-01-18,200,52,1200,62400,
1948,2020-12-29,300,40,1400,56000,
1949,2020-08-06,200,47,1200,56400,
1950,2020-07-02,300,40,1400,56000,
1951,2020-09-29,300,43,1400,60200,
1952,2020-09-24,300,46,1400,64400,
1953,2020-12-15,300,21,1400,29400,
1954,2020-08-15,200,33,1200,39600,
1955,2020-12-09,300,49,1400,68600,
1956,2020-10-27,200,40,1200,48000,
1957,2021-01-29,200,45,1200,54000,
1958,2020-11-30,200,51,1200,61200,
1959,2020-08-28,300,50,1400,70000,
1960,2021-03-24,300,36,1400,50400,
1961,2021-03-12,300,25,1400,35000,
1962,2020-09-27,300,30,1400,42000,
1963,2020-12-14,200,30,1200,36000,
1964,2020-07-13,300,48,1400,67200,
1965,2020-10-08,300,53,1400,74200,
1966,2020-07-16,200,47,1200,56400,
1967,2020-11-13,200,51,1200,61200,
1968,2021-04-19,300,39,1400,54600,
1969,2021-03-12,200,55,1200,66000,
1970,2021-02-16,200,32,1200,38400,
1971,2021-01-16,300,49,1400,68600,
1972,2020-09-21,300,34,1400,47600,
1973,2021-04-07,300,49,1400,68600,
1974,2020-10-20,300,59,1400,82600,
1975,2020-12-04,300,58,1400,81200,
1976,2021-01-14,200,52,1200,62400,
1977,2021-01-04,300,20,1400,28000,
1978,2020-12-14,200,48,1200,57600,
1979,2020-11-21,300,50,1400,70000,
1980,2021-02-09,200,42,1200,50400,
1981,2021-03-26,300,58,1400,81200,
1982,2020-08-09,200,43,1200,51600,
1983,2020-09-28,200,20,1200,24000,
1984,2020-12-16,200,38,1200,45600,
1985,2020-11-17,200,51,1200,61200,
1986,2021-01-08,300,22,1400,30800,
1987,2021-03-20,300,43,1400,60200,
1988,2020-07-10,200,40,1200,48000,
1989,2020-09-08,200,21,1200,25200,
1990,2021-01-24,200,54,1200,64800,
1991,2020-12-10,300,49,1400,68600,
1992,2020-09-15,200,20,1200,24000,
1993,2020-11-07,200,43,1200,51600,
1994,2020-09-06,300,28,1400,39200,
1995,2021-01-30,300,40,1400,56000,
1996,2020-12-31,200,28,1200,33600,
1997,2020-08-27,300,27,1400,37800,
1998,2020-07-05,200,47,1200,56400,
1999,2020-11-08,300,38,1400,53200,
2000,2020-08-31,200,40,1200,48000,
2001,2020-07-27,300,28,1400,39200,
2002,2021-04-05,200,58,1200,69600,
2003,2021-03-06,200,29,1200,34800,
2004,2020-08-23,200,39,1200,46800,
2005,2021-04-04,200,29,1200,34800,
2006,2021-03-07,300,20,1400,28000,
2007,2021-01-14,200,55,1200,66000,
2008,2021-03-26,300,26,1400,36400,
2009,2020-11-13,200,58,1200,69600,
2010,2020-11-01,200,37,1200,44400,
2011,2021-03-07,200,56,1200,67200,
2012,2020-07-05,300,25,1400,35000,
2013,2020-10-18,200,57,1200,68400,
2014,2020-08-20,300,55,1400,77000,
2015,2021-04-09,300,44,1400,61600,
2016,2021-02-13,300,48,1400,67200,
2017,2020-11-19,200,55,1200,66000,
2018,2020-10-24,300,30,1400,42000,
2019,2020-10-31,300,39,1400,54600,
2020,2020-08-22,300,21,1400,29400,
2021,2020-12-28,200,34,1200,40800,
2022,2021-03-08,200,31,1200,37200,
2023,2020-08-30,200,21,1200,25200,
2024,2021-03-02,200,32,1200,38400,
2025,2020-07-15,200,30,1200,36000,
2026,2021-03-19,200,23,1200,27600,
2027,2020-09-13,300,35,1400,49000,
2028,2021-04-04,300,49,1400,68600,
2029,2021-02-08,200,23,1200,27600,
2030,2021-03-18,300,35,1400,49000,
2031,2021-02-02,200,31,1200,37200,
2032,2021-04-09,300,58,1400,81200,
2033,2020-10-11,200,53,1200,63600,
2034,2021-03-25,300,32,1400,44800,
2035,2021-02-04,200,26,1200,31200,
2036,2020-07-23,300,54,1400,75600,
2037,2020-09-17,300,42,1400,58800,
2038,2021-02-17,200,52,1200,62400,
2039,2020-08-26,300,35,1400,49000,
2040,2021-04-15,200,25,1200,30000,
2041,2021-01-23,300,56,1400,78400,
2042,2021-03-27,200,24,1200,28800,
2043,2020-09-25,200,27,1200,32400,
2044,2020-08-20,300,22,1400,30800,
2045,2021-02-20,200,30,1200,36000,
2046,2021-01-14,200,57,1200,68400,
2047,2020-08-14,300,41,1400,57400,
2048,2021-03-18,300,25,1400,35000,
2049,2021-02-19,300,39,1400,54600,
2050,2020-08-16,200,60,1200,72000,
2051,2021-03-22,200,42,1200,50400,
2052,2020-08-15,200,25,1200,30000,
2053,2020-07-02,200,27,1200,32400,
2054,2020-12-02,300,31,1400,43400,
2055,2021-04-16,300,41,1400,57400,
2056,2020-08-05,200,49,1200,58800,
2057,2020-11-05,300,60,1400,84000,
2058,2020-12-01,300,45,1400,63000,
2059,2020-12-31,300,53,1400,74200,
2060,2021-01-06,200,56,1200,67200,
2061,2021-03-18,200,42,1200,50400,
2062,2020-12-08,300,42,1400,58800,
2063,2020-12-13,300,51,1400,71400,
2064,2020-11-20,200,22,1200,26400,
2065,2021-02-11,200,23,1200,27600,
2066,2021-03-27,300,44,1400,61600,
2067,2021-04-14,300,29,1400,40600,
2068,2020-09-19,300,30,1400,42000,
2069,2020-11-24,300,55,1400,77000,
2070,2021-04-13,200,52,1200,62400,
2071,2021-01-30,300,33,1400,46200,
2072,2020-07-18,200,42,1200,50400,
2073,2020-08-07,200,23,1200,27600,
2074,2020-07-18,200,53,1200,63600,
2075,2021-02-15,300,54,1400,75600,
2076,2020-06-24,300,52,1400,72800,
2077,2021-04-03,200,58,1200,69600,
2078,2020-12-06,200,46,1200,55200,
2079,2020-11-03,200,34,1200,40800,
2080,2021-04-09,300,45,1400,63000,
2081,2021-02-18,200,60,1200,72000,
2082,2020-09-25,200,57,1200,68400,
2083,2020-07-07,200,50,1200,60000,
2084,2020-09-08,200,55,1200,66000,
2085,2020-12-18,300,21,1400,29400,
2086,2021-03-09,200,43,1200,51600,
2087,2020-11-02,300,32,1400,44800,
2088,2021-03-11,200,57,1200,68400,
2089,2020-12-25,300,38,1400,53200,
2090,2020-12-02,300,41,1400,57400,
2091,2021-03-21,200,23,1200,27600,
2092,2021-04-01,200,60,1200,72000,
2093,2021-03-01,300,53,1400,74200,
2094,2021-04-13,300,29,1400,40600,
2095,2021-04-07,200,51,1200,61200,
2096,2020-12-29,200,31,1200,37200,
2097,2020-07-30,300,25,1400,35000,
2098,2020-11-08,200,46,1200,55200,
2099,2020-06-25,200,20,1200,24000,
2100,2021-04-12,200,41,1200,49200,
2101,2020-12-20,300,21,1400,29400,
2102,2020-12-16,200,23,1200,27600,
2103,2020-10-02,200,21,1200,25200,
2104,2021-01-22,200,24,1200,28800,
2105,2020-07-08,300,24,1400,33600,
2106,2020-07-08,200,25,1200,30000,
2107,2021-02-17,200,23,1200,27600,
2108,2020-08-11,200,24,1200,28800,
2109,2020-07-01,200,30,1200,36000,
2110,2021-03-15,200,46,1200,55200,
2111,2021-01-06,200,45,1200,54000,
2112,2021-04-09,200,54,1200,64800,
2113,2020-12-01,300,43,1400,60200,
2114,2021-03-01,300,24,1400,33600,
2115,2020-07-31,300,36,1400,50400,
2116,2020-10-13,200,51,1200,61200,
2117,2020-12-18,300,45,1400,63000,
2118,2020-07-08,200,26,1200,31200,
2119,2020-11-19,300,41,1400,57400,
2120,2021-03-05,300,26,1400,36400,
2121,2020-06-26,200,48,1200,57600,
2122,2020-11-13,300,42,1400,58800,
2123,2020-09-14,300,29,1400,40600,
2124,2020-08-23,300,38,1400,53200,
2125,2020-11-29,300,20,1400,28000,
2126,2021-02-04,300,21,1400,29400,
2127,2020-10-17,300,31,1400,43400,
2128,2021-02-18,300,21,1400,29400,
2129,2020-07-18,300,32,1400,44800,
2130,2021-03-01,200,26,1200,31200,
2131,2021-04-16,200,60,1200,72000,
2132,2021-03-05,300,38,1400,53200,
2133,2020-10-02,200,39,1200,46800,
2134,2020-10-16,300,20,1400,28000,
2135,2020-12-23,300,26,1400,36400,
2136,2021-03-26,200,25,1200,30000,
2137,2020-10-02,300,54,1400,75600,
2138,2020-12-16,200,50,1200,60000,
2139,2020-12-25,300,48,1400,67200,
2140,2020-10-29,300,55,1400,77000,
2141,2021-01-02,300,41,1400,57400,
2142,2021-02-22,200,50,1200,60000,
2143,2021-02-07,200,24,1200,28800,
2144,2020-08-22,300,50,1400,70000,
