id,date,amount,info
4939,2020-11-24,16200,
4940,2020-12-07,32200,
4941,2020-07-11,164900,
4942,2021-04-11,133700,
4943,2021-03-08,127000,
4944,2020-09-27,179400,
4945,2021-01-30,49900,
4946,2021-03-13,23900,
4947,2021-02-24,91100,
4948,2020-11-16,12200,
4949,2020-11-12,163700,
4950,2021-03-07,148700,
4951,2020-07-24,175300,
4952,2020-09-13,89600,
4953,2020-09-01,24700,
4954,2020-12-14,36100,
4955,2020-09-28,24000,
4956,2020-12-26,57500,
4957,2020-12-14,176100,
4958,2021-02-17,11900,
4959,2021-04-15,48400,
4960,2020-12-26,122200,
4961,2020-09-02,186300,
4962,2020-11-07,82800,
4963,2021-03-01,68000,
4964,2021-01-09,77000,
4965,2020-09-07,129300,
4966,2020-12-07,37900,
4967,2020-07-21,137900,
4968,2020-07-13,80700,
4969,2020-09-29,68500,
4970,2020-09-15,147100,
4971,2020-11-14,25600,
4972,2020-12-02,157200,
4973,2020-10-11,65000,
4974,2021-01-02,35400,
4975,2021-04-08,143900,
4976,2020-08-21,23700,
4977,2020-09-06,167800,
4978,2020-07-21,174400,
4979,2020-07-16,187700,
4980,2021-04-13,128300,
4981,2020-09-05,34700,
4982,2020-11-02,65900,
4983,2020-07-10,97100,
4984,2020-09-27,87500,
4985,2020-06-26,183200,
4986,2021-03-30,115600,
4987,2021-03-14,66400,
4988,2021-01-19,10700,
4989,2020-07-14,109900,
4990,2021-02-20,163800,
4991,2020-12-21,91200,
4992,2021-01-14,117300,
4993,2020-09-28,153300,
4994,2020-12-13,118400,
4995,2020-06-25,172700,
4996,2020-07-08,138700,
4997,2020-12-30,143300,
4998,2020-07-14,93500,
4999,2021-04-18,148900,
5000,2021-02-12,125200,
5001,2020-08-05,49800,
5002,2020-12-28,136500,
5003,2020-11-17,108000,
5004,2021-03-01,88900,
5005,2020-06-28,15500,
5006,2021-03-31,52600,
5007,2020-08-29,168000,
5008,2020-08-05,22100,
5009,2020-09-22,64300,
5010,2020-07-13,114400,
5011,2021-01-13,102000,
5012,2020-12-22,40500,
5013,2020-06-26,56700,
5014,2020-12-31,35300,
5015,2020-10-22,183900,
5016,2021-01-29,63800,
5017,2020-07-28,50900,
5018,2021-04-07,176900,
5019,2020-07-10,40300,
5020,2021-04-03,73500,
5021,2020-10-25,104300,
5022,2021-03-31,107800,
5023,2020-11-02,119800,
5024,2020-07-02,42600,
5025,2020-08-04,19500,
5026,2020-10-20,65900,
5027,2020-06-27,27100,
5028,2020-12-20,137000,
5029,2020-08-24,140000,
5030,2020-07-11,142800,
5031,2020-07-01,40600,
5032,2020-10-16,121400,
5033,2021-02-24,139100,
5034,2021-01-14,117900,
5035,2020-09-12,29500,
5036,2020-08-27,28100,
5037,2021-03-05,119800,
5038,2021-02-02,127700,
5039,2020-12-16,153900,
5040,2021-01-14,30800,
5041,2020-09-02,198100,
5042,2020-12-03,43900,
5043,2020-10-03,105200,
5044,2020-08-23,199200,
5045,2020-08-25,32200,
5046,2020-11-04,141800,
5047,2020-10-09,148900,
5048,2020-11-07,87100,
5049,2020-07-05,45800,
5050,2020-12-05,49000,
5051,2020-10-20,174500,
5052,2020-12-29,21600,
5053,2020-12-28,24600,
5054,2021-01-02,197300,
5055,2020-11-21,119700,
5056,2020-11-23,29900,
5057,2021-02-20,11700,
5058,2020-08-01,121600,
5059,2020-12-02,97400,
5060,2020-10-30,11200,
5061,2020-08-28,145100,
5062,2021-02-18,167200,
5063,2020-09-25,119700,
5064,2021-04-04,186800,
5065,2020-07-26,15900,
5066,2020-06-26,116400,
5067,2021-03-05,33500,
5068,2020-07-09,26200,
5069,2021-01-13,198700,
5070,2020-11-10,186700,
5071,2020-09-05,14000,
5072,2020-09-22,27000,
5073,2021-02-16,96300,
5074,2020-09-22,27100,
5075,2020-11-28,188700,
5076,2020-11-29,68800,
5077,2021-01-01,58000,
5078,2020-08-02,136100,
5079,2020-07-13,86200,
5080,2020-11-27,104400,
5081,2020-11-30,32800,
5082,2021-02-06,39600,
5083,2020-09-03,22400,
5084,2020-10-26,178400,
5085,2020-07-20,135300,
5086,2021-02-15,151800,
5087,2020-08-25,116400,
5088,2020-09-04,16600,
5089,2021-02-21,58300,
5090,2021-01-02,85000,
5091,2021-03-06,126000,
5092,2020-11-14,45200,
5093,2020-12-19,74900,
5094,2020-07-04,158700,
5095,2020-06-30,73200,
5096,2020-07-24,113600,
5097,2020-07-24,150100,
5098,2020-11-10,33400,
5099,2020-08-06,158100,
5100,2020-07-17,173500,
5101,2021-03-02,85600,
5102,2020-09-22,139100,
5103,2020-12-27,140000,
5104,2021-01-01,182900,
5105,2020-11-08,64800,
5106,2020-09-12,23500,
5107,2020-11-09,152500,
5108,2020-08-13,173100,
5109,2020-11-24,29700,
5110,2020-06-27,90900,
5111,2021-02-24,190800,
5112,2021-04-03,147200,
5113,2020-10-21,147300,
5114,2020-09-15,131700,
5115,2020-09-13,198900,
5116,2021-01-08,183100,
5117,2020-09-07,153200,
5118,2021-02-10,30200,
5119,2020-08-21,44800,
5120,2020-12-25,42000,
5121,2020-10-17,61600,
5122,2020-07-01,53500,
5123,2020-07-27,177100,
5124,2021-03-15,32900,
5125,2020-09-20,78000,
5126,2021-03-09,185500,
5127,2021-03-18,195800,
5128,2020-07-07,141300,
5129,2021-01-31,29200,
5130,2021-02-03,169300,
5131,2020-10-01,59200,
5132,2020-08-05,12200,
5133,2020-11-03,182700,
5134,2020-10-20,149800,
5135,2021-04-08,119200,
5136,2020-09-24,71000,
5137,2020-07-10,25500,
5138,2020-12-06,33800,
5139,2021-04-17,99900,
5140,2020-07-29,186500,
5141,2020-09-10,120800,
5142,2020-07-12,84400,
5143,2021-02-01,138200,
5144,2021-04-17,77600,
5145,2020-10-27,74600,
5146,2020-10-22,174900,
5147,2020-08-29,88000,
5148,2020-08-06,66100,
5149,2021-01-10,44500,
5150,2020-11-11,180700,
5151,2021-03-14,163200,
5152,2020-10-03,111500,
5153,2020-10-23,193700,
5154,2020-10-29,137400,
5155,2021-04-02,28500,
5156,2021-03-27,189700,
5157,2021-01-15,102000,
5158,2020-07-10,133400,
5159,2020-09-09,165800,
5160,2020-09-19,49000,
5161,2021-03-19,185600,
5162,2021-04-02,148400,
5163,2021-01-29,151500,
5164,2020-07-04,181500,
5165,2021-04-12,85000,
5166,2021-03-02,69300,
5167,2020-08-03,146400,
5168,2020-11-12,83500,
5169,2021-04-01,11000,
5170,2020-10-14,22700,
5171,2020-12-19,97800,
5172,2020-10-07,139100,
5173,2021-04-17,132400,
5174,2021-03-05,153000,
5175,2020-07-30,92800,
5176,2021-03-21,183400,
5177,2021-02-25,134200,
5178,2020-09-25,49200,
5179,2021-04-04,199500,
5180,2021-03-23,108400,
5181,2020-08-31,126700,
5182,2021-01-19,135300,
5183,2020-09-30,112000,
5184,2020-09-10,142300,
5185,2021-02-03,168500,
5186,2021-01-31,77600,
5187,2020-07-30,74400,
5188,2021-01-12,42700,
5189,2021-03-28,189100,
5190,2020-10-10,11600,
5191,2021-01-15,189200,
5192,2020-07-12,84900,
5193,2021-03-10,58600,
5194,2021-03-26,163700,
5195,2020-08-03,27500,
5196,2020-08-17,122000,
5197,2020-10-17,115600,
5198,2020-09-04,189300,
5199,2020-11-18,91400,
5200,2020-06-30,123100,
5201,2020-12-13,37400,
5202,2020-07-02,161700,
5203,2020-12-11,127700,
5204,2021-02-10,68000,
5205,2020-07-06,99300,
5206,2020-07-20,46200,
5207,2021-02-21,97800,
5208,2020-12-30,76500,
5209,2020-09-21,197900,
5210,2021-04-17,108400,
5211,2021-02-10,11500,
5212,2021-03-11,190700,
5213,2020-07-10,193500,
5214,2020-09-13,130000,
5215,2020-11-30,190100,
5216,2020-09-18,156500,
5217,2020-09-24,105000,
5218,2020-11-04,102200,
5219,2021-03-25,142800,
5220,2021-02-22,189400,
5221,2020-11-27,94800,
5222,2020-11-20,50900,
5223,2020-06-26,58900,
5224,2020-12-29,119500,
5225,2020-09-12,64300,
5226,2020-09-16,26600,
5227,2020-11-03,27000,
5228,2020-10-04,182900,
5229,2021-01-22,59600,
5230,2020-09-01,22800,
5231,2021-01-01,198100,
5232,2020-12-01,162900,
5233,2021-04-16,60200,
5234,2021-04-17,32600,
5235,2020-09-11,129700,
5236,2021-01-20,187700,
5237,2021-03-14,58000,
5238,2020-11-04,33600,
5239,2020-10-12,164800,
5240,2021-03-08,15000,
5241,2021-03-02,165000,
5242,2021-02-24,99500,
5243,2020-09-28,76000,
5244,2021-04-19,46700,
5245,2021-03-06,60300,
5246,2020-07-29,23100,
5247,2021-01-23,140000,
5248,2021-03-10,82900,
5249,2020-08-23,117600,
5250,2021-03-14,25400,
5251,2020-11-02,81100,
5252,2020-09-09,184800,
5253,2020-07-24,21900,
5254,2020-09-17,137600,
5255,2020-10-03,49000,
5256,2020-08-17,101100,
5257,2020-07-12,166100,
5258,2020-09-28,86600,
5259,2021-01-12,12900,
5260,2020-08-20,18000,
5261,2021-04-17,48800,
5262,2021-03-25,132300,
5263,2020-10-10,161500,
5264,2020-11-05,185500,
5265,2021-03-17,37800,
5266,2020-09-14,82600,
5267,2020-12-23,179300,
5268,2020-10-20,196000,
5269,2020-07-29,43100,
5270,2020-12-05,12400,
5271,2021-01-10,49800,
5272,2020-10-04,73400,
5273,2020-11-13,150700,
5274,2020-07-26,102200,
5275,2021-02-01,190700,
5276,2020-07-21,163900,
5277,2020-11-23,113000,
5278,2020-10-22,29000,
5279,2020-11-15,98600,
5280,2020-10-26,53000,
5281,2020-08-15,13900,
5282,2020-11-05,64400,
5283,2020-09-05,53500,
5284,2020-12-24,50100,
5285,2020-08-28,123500,
5286,2020-11-29,120600,
5287,2020-12-10,137900,
5288,2020-12-11,64600,
5289,2020-09-16,38400,
5290,2021-01-21,140000,
5291,2021-03-31,35100,
5292,2020-09-25,57100,
5293,2020-09-03,178100,
5294,2020-07-02,199200,
5295,2020-12-23,122100,
5296,2020-11-08,175400,
5297,2021-04-01,188200,
5298,2021-01-16,160100,
5299,2020-11-07,180000,
5300,2020-11-05,54400,
5301,2020-12-04,24200,
5302,2020-09-19,171200,
5303,2021-02-28,70700,
5304,2021-03-15,39000,
5305,2020-08-25,51500,
5306,2020-10-17,113100,
5307,2020-11-07,126800,
5308,2020-06-30,11800,
5309,2021-01-25,124900,
5310,2020-11-04,28200,
5311,2020-07-16,31500,
5312,2020-07-15,18700,
5313,2020-12-12,199400,
5314,2020-11-02,104200,
5315,2020-11-14,53900,
5316,2020-11-14,18100,
5317,2020-12-07,24800,
5318,2020-08-03,177500,
5319,2021-02-26,166100,
5320,2020-08-23,36900,
5321,2021-04-09,162900,
5322,2020-10-16,148300,
5323,2020-11-10,174200,
5324,2021-02-12,198200,
5325,2020-09-18,116000,
5326,2020-11-26,138600,
5327,2020-07-18,196500,
5328,2020-08-16,156400,
5329,2020-11-16,144400,
5330,2020-12-01,172700,
5331,2020-08-20,82000,
5332,2020-07-19,63500,
5333,2020-09-10,63100,
5334,2020-07-26,165900,
5335,2020-09-17,125800,
5336,2021-04-02,137200,
5337,2021-04-19,57100,
5338,2020-07-15,141900,
5339,2020-10-19,75000,
5340,2021-01-26,194000,
5341,2020-09-22,45800,
5342,2020-07-21,51100,
5343,2020-10-07,104600,
5344,2020-11-24,18900,
5345,2021-03-03,175500,
5346,2021-04-17,187100,
5347,2021-01-30,70000,
5348,2020-06-28,78100,
5349,2020-12-19,195400,
5350,2021-01-15,120700,
5351,2020-09-02,113100,
5352,2020-11-23,123600,
5353,2020-10-08,70700,
5354,2020-10-16,19400,
5355,2021-03-31,62200,
5356,2020-08-10,26700,
5357,2021-01-12,120700,
5358,2021-03-27,166500,
5359,2020-08-04,104900,
5360,2020-10-16,153100,
5361,2020-12-08,158000,
5362,2020-09-03,78300,
5363,2020-08-27,125100,
5364,2020-12-07,16000,
5365,2020-10-01,81600,
5366,2021-01-28,117800,
5367,2020-12-01,199100,
5368,2021-01-17,76600,
5369,2020-07-27,88800,
5370,2020-09-15,159600,
5371,2021-03-28,56500,
5372,2021-03-15,192600,
5373,2021-02-10,86500,
5374,2020-11-19,21300,
5375,2020-10-02,191500,
5376,2021-01-26,68800,
5377,2020-10-20,101300,
5378,2020-10-15,165200,
5379,2020-09-05,13100,
5380,2020-10-04,165200,
5381,2020-11-08,88400,
5382,2021-04-08,143300,
5383,2020-06-28,196700,
5384,2020-09-15,40800,
5385,2021-02-16,108400,
5386,2020-12-20,25100,
5387,2021-02-22,128500,
5388,2020-09-29,83400,
5389,2021-03-10,70600,
5390,2020-12-20,117600,
5391,2021-03-07,138700,
5392,2020-07-10,174100,
5393,2020-08-23,50900,
5394,2021-03-23,158100,
5395,2020-10-12,189300,
5396,2020-09-11,22200,
5397,2020-12-28,63200,
5398,2021-01-25,130200,
5399,2021-04-09,91000,
5400,2020-10-26,63200,
5401,2021-01-07,114100,
5402,2020-12-01,132400,
5403,2020-07-18,116800,
5404,2020-11-17,87100,
5405,2020-08-23,29800,
5406,2020-07-17,23400,
5407,2020-07-13,57100,
5408,2021-03-15,156900,
5409,2020-11-26,43900,
5410,2021-01-26,153100,
5411,2020-10-09,88900,
5412,2021-01-21,177000,
5413,2020-06-26,163000,
5414,2021-03-16,36300,
5415,2020-12-09,166300,
5416,2020-12-29,79200,
5417,2021-01-10,27100,
5418,2020-08-07,114600,
5419,2020-07-07,168200,
5420,2021-01-13,82700,
5421,2020-07-20,155800,
5422,2020-08-20,11400,
5423,2020-09-08,133200,
5424,2020-09-21,70800,
5425,2021-04-01,176600,
5426,2020-08-23,65800,
5427,2020-11-07,57300,
5428,2021-04-07,40600,
5429,2020-12-11,193800,
5430,2020-10-17,74700,
5431,2020-08-23,183800,
5432,2020-12-22,185700,
5433,2020-07-05,134400,
5434,2021-02-05,94400,
5435,2021-03-08,148100,
5436,2020-08-14,77500,
5437,2021-03-03,199100,
5438,2020-08-10,19300,
5439,2020-06-29,95800,
5440,2020-08-06,190200,
5441,2020-08-05,105200,
5442,2020-12-15,59300,
5443,2020-06-27,146600,
5444,2020-11-08,43000,
5445,2021-02-20,176400,
5446,2021-03-02,154200,
5447,2020-12-18,15500,
5448,2021-02-04,69700,
5449,2020-12-16,63100,
5450,2021-04-03,137200,
5451,2020-08-31,188000,
5452,2020-11-30,170600,
5453,2021-04-02,154300,
5454,2020-08-11,158500,
5455,2021-03-07,75300,
5456,2021-02-10,123200,
5457,2020-10-22,100300,
5458,2020-12-28,84700,
5459,2021-03-22,92200,
5460,2021-02-24,165000,
5461,2020-12-23,64600,
5462,2020-10-12,138300,
5463,2020-10-25,51600,
5464,2021-04-05,63200,
5465,2020-08-11,100200,
5466,2020-07-18,65700,
5467,2021-02-06,187400,
5468,2020-10-23,91700,
5469,2020-11-06,169700,
5470,2021-03-18,57300,
5471,2021-02-24,185700,
5472,2021-03-08,80200,
5473,2021-01-24,38000,
5474,2021-03-30,24500,
5475,2021-01-06,197600,
5476,2020-11-07,114900,
5477,2020-07-11,89800,
5478,2020-08-11,18000,
5479,2021-02-26,107500,
5480,2021-03-08,13700,
5481,2021-01-28,75400,
5482,2020-12-13,54500,
5483,2020-10-15,57100,
5484,2021-01-18,179200,
5485,2020-08-13,113900,
5486,2020-07-02,54700,
5487,2020-10-23,135200,
5488,2020-07-18,81700,
5489,2021-03-15,132000,
5490,2020-08-15,74500,
5491,2020-08-25,56300,
5492,2020-10-25,62400,
5493,2020-12-26,190500,
5494,2020-10-19,73300,
5495,2020-11-28,132300,
5496,2020-07-15,34200,
5497,2020-12-22,16200,
5498,2021-02-15,11800,
5499,2020-09-17,120300,
5500,2020-10-27,189500,
5501,2020-06-29,114900,
5502,2021-02-01,95300,
5503,2021-02-15,199200,
5504,2021-02-05,143200,
5505,2020-10-17,145600,
5506,2021-01-20,58100,
5507,2021-03-07,14500,
5508,2020-11-30,176000,
5509,2020-12-06,89800,
5510,2021-02-17,199100,
5511,2020-07-29,86800,
5512,2020-10-24,42900,
5513,2020-07-22,139900,
5514,2020-12-15,140400,
5515,2021-03-13,117100,
5516,2020-11-22,68800,
5517,2020-07-18,70200,
5518,2020-12-31,113400,
5519,2021-01-12,11500,
5520,2020-07-22,114100,
5521,2020-11-26,69900,
5522,2021-01-06,102700,
5523,2021-01-01,159200,
5524,2020-07-07,160800,
5525,2020-08-04,42600,
5526,2020-12-28,128000,
5527,2021-02-20,113400,
5528,2020-10-17,142300,
5529,2020-12-10,152800,
5530,2021-02-01,65400,
5531,2020-10-24,133300,
5532,2021-01-29,136800,
5533,2021-02-24,87800,
5534,2020-06-26,15500,
5535,2021-02-05,55000,
5536,2020-08-18,45400,
5537,2020-10-27,189800,
5538,2021-02-02,127100,
5539,2021-04-02,198200,
5540,2020-10-26,164000,
5541,2020-10-03,62400,
5542,2020-09-15,92900,
5543,2020-08-20,48900,
5544,2020-06-29,30200,
5545,2020-09-30,160500,
5546,2020-09-02,129800,
5547,2020-08-24,192300,
5548,2020-07-14,188900,
5549,2020-10-05,14900,
5550,2020-08-23,193800,
5551,2021-02-03,39800,
5552,2021-04-08,17500,
5553,2021-04-19,149500,
5554,2020-07-02,27700,
5555,2020-10-27,58700,
5556,2020-12-18,113600,
5557,2020-08-28,106100,
5558,2020-10-30,136000,
5559,2020-07-23,178900,
5560,2020-11-13,66200,
5561,2020-08-11,187700,
5562,2020-12-16,25800,
5563,2020-12-30,189500,
5564,2020-11-30,32400,
5565,2020-10-22,16400,
5566,2021-02-16,88900,
5567,2021-04-01,159600,
5568,2020-06-26,138500,
5569,2021-04-19,190500,
5570,2021-03-07,21300,
5571,2021-01-23,32700,
5572,2021-03-01,190500,
5573,2021-03-31,133100,
5574,2020-12-04,86200,
5575,2020-12-25,164100,
5576,2020-11-21,146400,
5577,2020-09-12,177100,
5578,2020-10-29,66000,
5579,2020-08-30,187600,
5580,2020-10-10,156400,
5581,2021-01-18,161600,
5582,2021-03-25,195200,
5583,2021-02-22,118300,
5584,2020-07-25,54200,
5585,2020-06-24,35800,
5586,2020-10-12,103600,
5587,2020-07-02,114200,
5588,2020-06-25,150100,
5589,2020-11-02,63700,
5590,2021-04-07,136500,
5591,2020-09-06,93400,
5592,2021-01-03,195400,
5593,2021-02-14,74300,
5594,2021-01-05,76300,
5595,2020-06-29,132400,
5596,2021-03-23,117800,
5597,2020-08-06,149600,
5598,2020-09-14,72300,
5599,2020-06-25,141700,
5600,2020-09-05,86400,
5601,2020-07-12,198600,
5602,2020-10-27,149700,
5603,2021-03-23,10600,
5604,2020-12-05,177100,
5605,2020-07-29,189300,
5606,2020-07-03,62600,
5607,2021-02-21,40500,
5608,2020-12-06,184600,
5609,2021-03-19,194100,
5610,2020-08-19,90500,
5611,2020-11-07,12900,
5612,2020-08-24,144100,
5613,2020-09-21,67100,
5614,2020-10-23,56400,
5615,2020-09-10,14100,
5616,2020-07-24,84000,
5617,2020-09-27,106500,
5618,2020-08-06,169900,
5619,2020-11-11,199500,
5620,2021-04-12,91300,
5621,2020-12-23,48700,
5622,2020-10-02,142100,
5623,2020-09-21,90100,
5624,2021-03-17,89400,
5625,2020-10-17,71000,
5626,2021-04-06,149000,
5627,2020-12-02,69800,
5628,2020-07-06,62200,
5629,2020-08-06,184100,
5630,2020-11-16,136700,
5631,2020-10-12,73300,
5632,2021-01-21,66000,
5633,2021-01-04,108500,
5634,2021-04-10,139700,
5635,2021-03-17,168400,
5636,2021-03-01,74900,
5637,2021-02-11,28800,
5638,2020-10-13,103900,
5639,2020-09-04,26000,
5640,2021-03-17,175900,
5641,2021-02-22,76400,
5642,2020-07-23,69900,
5643,2020-08-22,116000,
5644,2020-07-19,118400,
5645,2020-10-26,114200,
5646,2020-07-14,107700,
5647,2020-11-13,167400,
5648,2020-12-22,184100,
5649,2020-07-26,142800,
5650,2020-09-23,40100,
5651,2021-03-15,112000,
5652,2021-01-09,189800,
5653,2021-02-26,140300,
5654,2021-03-21,39100,
5655,2020-12-25,104300,
5656,2021-01-18,127100,
5657,2021-04-01,40200,
5658,2021-04-15,78600,
5659,2021-03-17,13800,
5660,2021-01-15,19700,
5661,2021-02-08,15900,
5662,2021-02-05,106900,
5663,2020-10-07,135800,
5664,2021-02-10,92000,
5665,2021-03-14,43700,
5666,2020-08-09,55700,
5667,2020-09-02,118700,
5668,2020-08-15,40000,
5669,2020-11-23,61900,
5670,2020-10-16,157900,
5671,2020-11-21,83800,
5672,2021-03-22,135200,
5673,2020-09-06,21700,
5674,2020-10-15,194800,
5675,2021-01-13,79100,
5676,2020-09-29,23900,
5677,2020-10-21,160100,
5678,2020-10-27,23000,
5679,2020-06-28,147900,
5680,2021-03-31,195200,
5681,2020-10-29,108600,
5682,2021-03-19,21300,
5683,2020-10-25,40700,
5684,2021-01-31,135200,
5685,2021-04-11,74300,
5686,2021-04-16,33000,
5687,2020-12-25,21300,
5688,2020-12-22,160200,
5689,2021-04-18,64300,
5690,2021-02-17,107200,
5691,2020-07-24,127300,
5692,2021-03-20,196300,
5693,2020-07-08,39300,
5694,2020-06-29,69200,
5695,2020-06-29,53600,
5696,2020-10-18,63200,
5697,2020-09-25,141500,
5698,2020-10-30,72200,
5699,2020-11-26,184200,
5700,2020-07-06,16100,
5701,2020-12-04,90500,
5702,2020-10-19,188000,
5703,2020-10-24,45200,
5704,2021-02-14,21600,
5705,2021-01-11,75900,
5706,2021-03-14,165600,
5707,2020-08-24,21500,
5708,2020-09-18,63600,
5709,2020-07-13,142500,
5710,2021-04-06,166000,
5711,2021-01-18,193300,
5712,2020-09-18,38100,
5713,2020-10-17,149700,
5714,2020-09-09,167100,
5715,2021-03-07,132800,
5716,2021-02-13,123300,
5717,2021-03-20,139200,
5718,2020-12-08,35100,
5719,2020-08-25,89100,
5720,2020-09-12,125600,
5721,2020-11-04,97300,
5722,2021-03-07,191600,
5723,2020-07-25,148000,
5724,2021-04-10,139500,
5725,2021-03-18,187300,
5726,2020-11-03,175400,
5727,2020-09-22,152100,
5728,2020-09-02,73200,
5729,2020-11-24,87700,
5730,2021-04-19,47200,
5731,2021-01-24,37000,
5732,2021-01-13,121000,
5733,2020-10-03,10100,
5734,2021-04-14,104900,
5735,2021-03-16,56600,
5736,2020-11-24,83400,
5737,2021-01-28,149400,
5738,2020-10-10,85000,
5739,2021-02-19,134600,
5740,2021-03-13,68600,
5741,2021-03-30,49900,
5742,2021-02-17,110000,
5743,2021-03-14,101000,
5744,2020-12-07,74400,
5745,2020-10-17,160500,
5746,2021-04-10,139600,
5747,2020-09-08,22100,
5748,2020-10-08,157700,
5749,2021-04-02,61300,
5750,2020-07-13,62400,
5751,2021-01-06,48600,
5752,2021-01-16,17800,
5753,2020-07-22,28800,
5754,2021-01-25,31200,
5755,2021-03-15,72800,
5756,2020-06-29,89800,
5757,2021-02-01,184900,
5758,2020-10-31,13200,
5759,2021-01-07,140500,
5760,2020-11-07,34100,
5761,2020-11-06,121200,
5762,2021-01-23,29800,
5763,2020-10-18,56300,
5764,2020-11-02,32700,
5765,2021-01-08,47600,
5766,2020-09-05,70200,
5767,2020-09-30,53200,
5768,2021-04-07,123600,
5769,2020-12-14,90200,
5770,2020-07-21,88800,
5771,2021-02-23,110200,
5772,2021-01-01,176700,
5773,2020-08-16,43100,
5774,2021-01-01,83400,
5775,2020-08-17,39800,
5776,2021-01-18,105200,
5777,2020-08-18,28700,
5778,2021-03-10,179200,
5779,2020-07-25,141500,
5780,2020-07-09,19500,
5781,2020-11-06,68300,
5782,2020-10-09,78700,
5783,2021-02-17,117900,
5784,2020-12-20,94900,
5785,2020-10-30,77800,
5786,2021-02-26,174600,
5787,2020-10-25,86400,
5788,2021-01-20,52000,
5789,2020-08-12,145600,
5790,2020-12-08,167100,
5791,2021-02-07,118500,
5792,2021-03-16,170500,
5793,2020-08-22,177400,
5794,2021-02-12,140900,
5795,2021-04-04,54900,
5796,2020-09-11,182600,
5797,2020-08-08,188000,
5798,2020-07-04,84900,
5799,2021-02-09,42400,
5800,2021-04-14,23500,
5801,2020-08-13,28200,
5802,2021-02-21,75000,
5803,2020-12-02,33000,
5804,2021-03-28,41900,
5805,2020-09-11,43100,
5806,2020-10-12,40600,
5807,2020-09-29,139600,
5808,2020-07-23,198300,
5809,2021-01-26,14200,
5810,2020-07-30,102400,
5811,2020-11-28,62200,
5812,2020-10-21,186000,
5813,2021-04-05,55700,
5814,2021-03-19,135000,
5815,2020-07-14,129100,
5816,2020-09-03,98600,
5817,2020-10-12,96500,
5818,2020-10-22,161400,
5819,2021-03-09,18900,
5820,2021-02-11,26200,
5821,2020-07-12,16200,
5822,2020-08-13,57800,
5823,2021-02-05,180100,
5824,2020-12-06,17800,
5825,2020-08-24,174100,
5826,2020-09-19,98400,
5827,2020-11-11,129700,
5828,2020-09-04,77300,
5829,2020-07-30,157200,
5830,2021-03-11,167300,
5831,2020-12-25,27300,
5832,2021-01-15,17100,
5833,2020-11-21,92900,
5834,2021-01-17,182200,
5835,2021-01-07,116300,
5836,2020-11-15,83100,
5837,2020-07-29,187000,
5838,2021-01-16,185800,
5839,2020-12-03,122900,
5840,2020-07-05,98400,
5841,2021-04-10,146100,
5842,2020-12-26,74400,
5843,2020-07-09,106600,
5844,2020-10-05,156800,
5845,2021-01-01,175800,
5846,2020-08-09,53600,
5847,2021-02-28,40900,
5848,2020-07-25,149000,
5849,2020-12-17,67800,
5850,2021-01-02,160500,
5851,2021-01-24,77000,
5852,2021-02-02,48600,
5853,2020-11-21,167800,
5854,2020-10-22,156900,
5855,2021-02-04,160000,
5856,2021-02-16,29200,
5857,2021-01-28,148100,
5858,2020-09-24,33400,
5859,2021-02-24,37900,
5860,2021-03-24,169700,
5861,2021-03-06,131500,
5862,2021-02-12,159700,
5863,2020-09-03,199500,
5864,2020-09-11,127300,
5865,2020-10-09,139700,
5866,2020-10-28,62900,
5867,2021-01-31,77300,
5868,2021-01-11,83500,
5869,2020-11-03,67200,
5870,2020-11-29,119300,
5871,2021-04-14,44300,
5872,2021-03-08,56300,
5873,2021-02-25,184900,
5874,2020-09-22,66400,
5875,2021-02-28,161100,
5876,2020-07-12,194800,
5877,2020-11-26,64200,
5878,2021-03-27,170600,
5879,2020-11-28,128300,
5880,2021-04-02,118700,
5881,2021-03-12,60100,
5882,2020-11-24,11500,
5883,2021-01-03,169100,
5884,2021-03-31,55700,
5885,2020-08-01,143200,
5886,2020-07-23,139200,
5887,2021-02-27,170900,
5888,2020-09-09,46700,
5889,2021-03-02,93100,
5890,2021-04-04,80800,
5891,2020-12-25,135300,
5892,2021-01-29,18000,
5893,2020-10-05,112400,
5894,2020-08-12,193000,
5895,2021-03-15,110600,
5896,2020-07-05,175100,
5897,2020-12-11,22700,
5898,2021-04-11,26100,
5899,2020-07-11,148500,
5900,2021-02-12,103200,
5901,2020-10-02,65000,
5902,2020-10-04,173200,
5903,2020-12-01,92200,
5904,2020-12-17,189700,
5905,2020-09-18,117700,
5906,2021-01-01,81500,
5907,2021-01-29,72000,
5908,2021-01-31,115000,
5909,2020-08-10,74300,
5910,2021-02-25,190100,
5911,2021-02-24,189700,
5912,2021-02-23,26700,
5913,2021-01-28,45400,
5914,2020-08-21,85700,
5915,2021-04-03,152500,
5916,2021-01-11,38100,
5917,2021-04-16,146900,
5918,2021-01-08,154900,
5919,2021-04-15,166500,
5920,2021-02-20,48100,
5921,2020-11-10,109100,
5922,2020-10-06,129800,
5923,2021-01-09,125300,
5924,2020-12-20,182800,
5925,2021-01-28,189300,
5926,2021-02-01,138200,
5927,2021-01-09,135500,
5928,2020-07-20,24000,
5929,2021-03-08,81900,
5930,2020-12-07,154900,
5931,2020-09-27,133100,
5932,2020-08-06,108700,
5933,2020-07-07,171500,
5934,2021-03-12,51100,
5935,2020-07-15,12100,
5936,2021-03-04,124400,
5937,2021-03-01,99700,
